2024-10-30 11:45:49,497 INFO    StreamThr :688020 [internal.py:wandb_internal():85] W&B internal server running at pid: 688020, started at: 2024-10-30 11:45:49.497352
2024-10-30 11:45:49,498 DEBUG   HandlerThread:688020 [handler.py:handle_request():158] handle_request: status
2024-10-30 11:45:49,503 INFO    WriterThread:688020 [datastore.py:open_for_write():87] open: /home/cmdunham/ChemicalDataGeneration/models/wandb/run-20241030_114549-nhspijs3/run-nhspijs3.wandb
2024-10-30 11:45:49,504 DEBUG   SenderThread:688020 [sender.py:send():378] send: header
2024-10-30 11:45:49,657 DEBUG   SenderThread:688020 [sender.py:send():378] send: run
2024-10-30 11:45:51,402 INFO    SenderThread:688020 [dir_watcher.py:__init__():211] watching files in: /home/cmdunham/ChemicalDataGeneration/models/wandb/run-20241030_114549-nhspijs3/files
2024-10-30 11:45:51,402 INFO    SenderThread:688020 [sender.py:_start_run_threads():1123] run started: nhspijs3 with start time 1730303149.496892
2024-10-30 11:45:51,413 DEBUG   HandlerThread:688020 [handler.py:handle_request():158] handle_request: check_version
2024-10-30 11:45:51,413 DEBUG   SenderThread:688020 [sender.py:send_request():405] send_request: check_version
2024-10-30 11:45:51,475 DEBUG   HandlerThread:688020 [handler.py:handle_request():158] handle_request: run_start
2024-10-30 11:45:51,475 DEBUG   HandlerThread:688020 [system_info.py:__init__():26] System info init
2024-10-30 11:45:51,475 DEBUG   HandlerThread:688020 [system_info.py:__init__():41] System info init done
2024-10-30 11:45:51,475 INFO    HandlerThread:688020 [system_monitor.py:start():194] Starting system monitor
2024-10-30 11:45:51,476 INFO    SystemMonitor:688020 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-10-30 11:45:51,476 INFO    HandlerThread:688020 [system_monitor.py:probe():214] Collecting system info
2024-10-30 11:45:51,476 INFO    SystemMonitor:688020 [interfaces.py:start():188] Started cpu monitoring
2024-10-30 11:45:51,477 INFO    SystemMonitor:688020 [interfaces.py:start():188] Started disk monitoring
2024-10-30 11:45:51,477 INFO    SystemMonitor:688020 [interfaces.py:start():188] Started gpu monitoring
2024-10-30 11:45:51,478 INFO    SystemMonitor:688020 [interfaces.py:start():188] Started memory monitoring
2024-10-30 11:45:51,478 INFO    SystemMonitor:688020 [interfaces.py:start():188] Started network monitoring
2024-10-30 11:45:51,510 DEBUG   HandlerThread:688020 [system_info.py:probe():150] Probing system
2024-10-30 11:45:51,510 DEBUG   HandlerThread:688020 [system_info.py:_probe_git():135] Probing git
2024-10-30 11:45:51,526 DEBUG   HandlerThread:688020 [system_info.py:_probe_git():143] Probing git done
2024-10-30 11:45:51,526 DEBUG   HandlerThread:688020 [system_info.py:probe():198] Probing system done
